walker	A	B	C	D	E	log_l	log_p
10	2.454217325e+00	1.483373579e+00	-3.631662547e-01	8.466103457e-02	-8.172909355e-01	1.585982522e+01	4.082199452e-02
11	2.155586316e+00	1.396743470e+00	-1.330803802e-01	1.299187445e-01	-8.716266309e-01	1.550780829e+01	4.082199452e-02
12	2.104186613e+00	1.650844009e+00	-3.390389916e-01	1.042645281e-01	-6.536748330e-01	1.587881846e+01	4.082199452e-02
13	2.156596861e+00	1.408580499e+00	-1.691431082e-01	1.231075224e-01	-5.855378374e-01	1.765480584e+01	4.082199452e-02
14	1.960726270e+00	1.525019423e+00	-1.640167895e-01	1.094115794e-01	-9.240132701e-01	1.399167578e+01	4.082199452e-02
15	1.856043085e+00	1.656058350e+00	-2.728539918e-01	7.969242673e-02	-7.220778932e-01	1.387765512e+01	4.082199452e-02
16	2.289080523e+00	1.624644417e+00	-5.070961953e-01	7.189528484e-02	-5.754055048e-01	1.367626960e+01	4.082199452e-02
17	1.690106589e+00	1.426989235e+00	-1.117441174e-01	1.117603850e-01	-6.514820994e-01	1.613651691e+01	4.082199452e-02
18	2.294342124e+00	1.479450680e+00	-2.626478306e-01	1.236128827e-01	-5.044216577e-01	1.605525583e+01	4.082199452e-02
19	2.008872053e+00	1.418544452e+00	-1.413569177e-01	1.119673671e-01	-5.950919295e-01	1.744371815e+01	4.082199452e-02
20	2.544555322e+00	1.541785433e+00	-4.865227419e-01	6.561436349e-02	-1.090756060e+00	1.879640392e+01	4.082199452e-02
21	2.158956496e+00	1.474044049e+00	-2.319716167e-01	9.406580085e-02	-8.144459915e-01	1.572305639e+01	4.082199452e-02
22	2.191871119e+00	1.448482594e+00	-2.023243966e-01	1.127217848e-01	-8.332876043e-01	1.671578654e+01	4.082199452e-02
23	2.398445960e+00	1.551669850e+00	-5.952860317e-01	7.614943987e-02	-1.228709685e+00	1.833692431e+01	4.082199452e-02
24	1.653815933e+00	1.426852332e+00	-3.247450052e-01	1.255547825e-01	-5.183203424e-01	1.843321466e+01	4.082199452e-02
25	1.997462493e+00	1.332492057e+00	-1.385877632e-01	1.170382132e-01	-5.485991553e-01	1.812066854e+01	4.082199452e-02
26	2.566271031e+00	1.522034183e+00	-5.114566700e-01	6.829472998e-02	-1.221393403e+00	1.927836258e+01	4.082199452e-02
27	2.229041924e+00	1.636241928e+00	-2.011263013e-01	7.018033713e-02	-6.501441035e-01	1.109857408e+01	4.082199452e-02
28	1.987142145e+00	1.382822785e+00	-2.868283105e-01	1.154152259e-01	-4.232935225e-01	1.886767698e+01	4.082199452e-02
29	1.957662156e+00	1.717606579e+00	-3.726669424e-01	6.956404432e-02	-9.455248159e-01	1.437060866e+01	4.082199452e-02
30	2.574107144e+00	1.464237051e+00	-4.310016827e-01	8.584165331e-02	-1.146479967e+00	1.715828552e+01	4.082199452e-02
31	1.990482738e+00	1.558019304e+00	-3.115161475e-01	1.065085785e-01	-4.715428606e-01	1.631217744e+01	4.082199452e-02
32	2.450776671e+00	1.682533641e+00	-7.817799461e-01	1.015456546e-01	-4.349254573e-01	1.333697083e+01	4.082199452e-02
33	1.904915033e+00	1.629153515e+00	-3.678921483e-01	1.130233432e-01	-5.883152632e-01	1.582060253e+01	4.082199452e-02
34	1.799855839e+00	1.434700529e+00	-1.872667724e-01	1.108024390e-01	-3.784955796e-01	1.622050047e+01	4.082199452e-02
35	1.983592277e+00	1.431093939e+00	-5.514229448e-01	1.777733785e-01	-9.650876809e-01	1.413611570e+01	4.082199452e-02
36	2.261082497e+00	1.404775888e+00	-2.799118689e-01	8.059759624e-02	-6.653720549e-01	1.477933192e+01	4.082199452e-02
37	2.603006588e+00	1.547168198e+00	-6.262932522e-01	6.541855521e-02	-1.204876752e+00	1.933704933e+01	4.082199452e-02
38	2.038120034e+00	1.423278414e+00	-1.931427565e-01	8.534744212e-02	-1.169628881e+00	1.221772742e+01	4.082199452e-02
39	2.562627873e+00	1.602128940e+00	-7.741761014e-01	1.186491669e-01	-1.177435829e+00	1.142213871e+01	4.082199452e-02
40	2.223626076e+00	1.691301566e+00	-3.775503159e-01	7.485712414e-02	-9.221778655e-01	1.519588787e+01	4.082199452e-02
41	2.540307676e+00	1.441471015e+00	-4.433686690e-01	8.863466307e-02	-1.123430713e+00	1.738458171e+01	4.082199452e-02
42	2.599422139e+00	1.480172333e+00	-4.910475375e-01	7.605615718e-02	-1.176231038e+00	1.864448827e+01	4.082199452e-02
43	2.622259412e+00	1.489317491e+00	-5.927928107e-01	5.304948199e-02	-1.151740395e+00	1.680954889e+01	4.082199452e-02
44	2.636778812e+00	1.536104379e+00	-5.102202754e-01	8.122478655e-02	-9.506014463e-01	1.645107915e+01	4.082199452e-02
45	2.534605351e+00	1.509275492e+00	-4.554046813e-01	6.881068033e-02	-1.134375451e+00	1.908063378e+01	4.082199452e-02
46	1.746904766e+00	1.368463013e+00	-1.103131503e-01	1.260400765e-01	-7.838902185e-01	1.706191259e+01	4.082199452e-02
47	2.488896761e+00	1.563291976e+00	-5.050607075e-01	9.052983484e-02	-1.188402637e+00	1.778016193e+01	4.082199452e-02
48	1.746573410e+00	1.614943067e+00	-3.145800408e-01	6.000978128e-02	-5.700789105e-01	1.185842244e+01	4.082199452e-02
49	2.394169531e+00	1.541199431e+00	-4.320904204e-01	6.460998739e-02	-1.149023326e+00	1.870654024e+01	4.082199452e-02
0	1.936187188e+00	1.544174747e+00	-4.541945862e-01	1.346450466e-01	-6.356047274e-01	1.570820156e+01	4.082199452e-02
1	1.804357348e+00	1.466129800e+00	-2.603612930e-01	1.129692517e-01	-3.413916516e-01	1.635369797e+01	4.082199452e-02
2	2.111966213e+00	1.601576383e+00	-2.808199614e-01	9.443427070e-02	-1.034366857e+00	1.470449715e+01	4.082199452e-02
3	2.170398272e+00	1.631005341e+00	-3.504899354e-01	1.297870501e-01	-4.867723315e-01	1.543546691e+01	4.082199452e-02
4	2.440593538e+00	1.279952431e+00	-2.466730200e-01	8.506978925e-02	-6.434193003e-01	1.330309177e+01	4.082199452e-02
5	2.455034570e+00	1.416050336e+00	-4.217052272e-01	1.159396713e-01	-9.891015839e-01	1.613772028e+01	4.082199452e-02
6	2.622008388e+00	1.419743457e+00	-7.289427783e-01	9.279074598e-02	-1.408232181e+00	1.164062472e+01	4.082199452e-02
7	2.629996761e+00	1.407363376e+00	-3.377074477e-01	8.139503190e-02	-9.868185497e-01	1.444449798e+01	4.082199452e-02
8	1.804790796e+00	1.311238957e+00	-9.489034951e-02	1.135694942e-01	-6.147215474e-01	1.772154516e+01	4.082199452e-02
9	2.024990551e+00	1.318232385e+00	-3.316963022e-01	6.528927282e-02	-3.944790707e-01	1.383674330e+01	4.082199452e-02
10	2.562538960e+00	1.486031494e+00	-4.312713763e-01	5.826965036e-02	-1.029271977e+00	1.594265325e+01	4.082199452e-02
11	2.155586316e+00	1.396743470e+00	-1.330803802e-01	1.299187445e-01	-8.716266309e-01	1.550780829e+01	4.082199452e-02
12	2.104186613e+00	1.650844009e+00	-3.390389916e-01	1.042645281e-01	-6.536748330e-01	1.587881846e+01	4.082199452e-02
13	2.156596861e+00	1.408580499e+00	-1.691431082e-01	1.231075224e-01	-5.855378374e-01	1.765480584e+01	4.082199452e-02
14	1.995027170e+00	1.517457871e+00	-1.818982317e-01	1.098645749e-01	-9.285298597e-01	1.441141647e+01	4.082199452e-02
15	1.856043085e+00	1.656058350e+00	-2.728539918e-01	7.969242673e-02	-7.220778932e-01	1.387765512e+01	4.082199452e-02
16	2.289080523e+00	1.624644417e+00	-5.070961953e-01	7.189528484e-02	-5.754055048e-01	1.367626960e+01	4.082199452e-02
17	1.690106589e+00	1.426989235e+00	-1.117441174e-01	1.117603850e-01	-6.514820994e-01	1.613651691e+01	4.082199452e-02
18	2.269496454e+00	1.477293509e+00	-2.564427938e-01	1.231255177e-01	-5.104686624e-01	1.637723345e+01	4.082199452e-02
19	2.008872053e+00	1.418544452e+00	-1.413569177e-01	1.119673671e-01	-5.950919295e-01	1.744371815e+01	4.082199452e-02
20	2.530099940e+00	1.538644407e+00	-4.797049027e-01	6.670942540e-02	-1.085194899e+00	1.883163331e+01	4.082199452e-02
21	2.368394470e+00	1.494181957e+00	-2.544500752e-01	8.560758374e-02	-1.070941721e+00	1.489678644e+01	4.082199452e-02
22	2.228529991e+00	1.454492026e+00	-2.045135750e-01	1.192486493e-01	-7.530937536e-01	1.731623200e+01	4.082199452e-02
23	2.398445960e+00	1.551669850e+00	-5.952860317e-01	7.614943987e-02	-1.228709685e+00	1.833692431e+01	4.082199452e-02
24	2.003185202e+00	1.410347024e+00	-3.367251677e-01	1.039921409e-01	-3.986503733e-01	1.803204531e+01	4.082199452e-02
25	1.997462493e+00	1.332492057e+00	-1.385877632e-01	1.170382132e-01	-5.485991553e-01	1.812066854e+01	4.082199452e-02
26	2.566271031e+00	1.522034183e+00	-5.114566700e-01	6.829472998e-02	-1.221393403e+00	1.927836258e+01	4.082199452e-02
27	2.229041924e+00	1.636241928e+00	-2.011263013e-01	7.018033713e-02	-6.501441035e-01	1.109857408e+01	4.082199452e-02
28	1.987142145e+00	1.382822785e+00	-2.868283105e-01	1.154152259e-01	-4.232935225e-01	1.886767698e+01	4.082199452e-02
29	1.957662156e+00	1.717606579e+00	-3.726669424e-01	6.956404432e-02	-9.455248159e-01	1.437060866e+01	4.082199452e-02
30	2.574107144e+00	1.464237051e+00	-4.310016827e-01	8.584165331e-02	-1.146479967e+00	1.715828552e+01	4.082199452e-02
31	1.990482738e+00	1.558019304e+00	-3.115161475e-01	1.065085785e-01	-4.715428606e-01	1.631217744e+01	4.082199452e-02
32	2.450776671e+00	1.682533641e+00	-7.817799461e-01	1.015456546e-01	-4.349254573e-01	1.333697083e+01	4.082199452e-02
33	1.904915033e+00	1.629153515e+00	-3.678921483e-01	1.130233432e-01	-5.883152632e-01	1.582060253e+01	4.082199452e-02
34	1.776118430e+00	1.437233352e+00	-1.908825563e-01	1.095268341e-01	-3.455896176e-01	1.541858048e+01	4.082199452e-02
35	1.983592277e+00	1.431093939e+00	-5.514229448e-01	1.777733785e-01	-9.650876809e-01	1.413611570e+01	4.082199452e-02
36	2.446097016e+00	1.389422469e+00	-3.519129819e-01	7.665616847e-02	-2.469391391e-01	9.952776249e+00	4.082199452e-02
37	2.603006588e+00	1.547168198e+00	-6.262932522e-01	6.541855521e-02	-1.204876752e+00	1.933704933e+01	4.082199452e-02
38	2.038120034e+00	1.423278414e+00	-1.931427565e-01	8.534744212e-02	-1.169628881e+00	1.221772742e+01	4.082199452e-02
39	2.293009458e+00	1.561908977e+00	-4.928356811e-01	1.144763606e-01	-1.059201950e+00	1.538529789e+01	4.082199452e-02
40	2.223626076e+00	1.691301566e+00	-3.775503159e-01	7.485712414e-02	-9.221778655e-01	1.519588787e+01	4.082199452e-02
41	2.501227181e+00	1.451864115e+00	-3.067679321e-01	8.664665376e-02	-9.871995586e-01	1.586711244e+01	4.082199452e-02
42	2.599422139e+00	1.480172333e+00	-4.910475375e-01	7.605615718e-02	-1.176231038e+00	1.864448827e+01	4.082199452e-02
43	2.622259412e+00	1.489317491e+00	-5.927928107e-01	5.304948199e-02	-1.151740395e+00	1.680954889e+01	4.082199452e-02
44	2.636778812e+00	1.536104379e+00	-5.102202754e-01	8.122478655e-02	-9.506014463e-01	1.645107915e+01	4.082199452e-02
45	2.534605351e+00	1.509275492e+00	-4.554046813e-01	6.881068033e-02	-1.134375451e+00	1.908063378e+01	4.082199452e-02
46	1.746904766e+00	1.368463013e+00	-1.103131503e-01	1.260400765e-01	-7.838902185e-01	1.706191259e+01	4.082199452e-02
47	2.488896761e+00	1.563291976e+00	-5.050607075e-01	9.052983484e-02	-1.188402637e+00	1.778016193e+01	4.082199452e-02
48	1.746573410e+00	1.614943067e+00	-3.145800408e-01	6.000978128e-02	-5.700789105e-01	1.185842244e+01	4.082199452e-02
49	2.437987411e+00	1.567730024e+00	-4.870062126e-01	5.261546664e-02	-1.199969640e+00	1.790236667e+01	4.082199452e-02
0	1.891172483e+00	1.532071536e+00	-4.255384265e-01	1.375404796e-01	-6.531595327e-01	1.578004273e+01	4.082199452e-02
1	1.804357348e+00	1.466129800e+00	-2.603612930e-01	1.129692517e-01	-3.413916516e-01	1.635369797e+01	4.082199452e-02
2	1.842554581e+00	1.670664309e+00	-1.908603234e-01	1.160582359e-01	-1.037413247e+00	9.730360823e+00	4.082199452e-02
3	2.186832470e+00	1.623008412e+00	-3.500328627e-01	1.280566613e-01	-5.046528495e-01	1.593711595e+01	4.082199452e-02
4	2.407927963e+00	1.229547171e+00	-1.922215001e-01	8.571241087e-02	-5.953020141e-01	1.151139884e+01	4.082199452e-02
5	2.406047456e+00	1.394587337e+00	-3.715865553e-01	1.343628245e-01	-9.414579090e-01	1.583247352e+01	4.082199452e-02
6	2.622008388e+00	1.419743457e+00	-7.289427783e-01	9.279074598e-02	-1.408232181e+00	1.164062472e+01	4.082199452e-02
7	2.629996761e+00	1.407363376e+00	-3.377074477e-01	8.139503190e-02	-9.868185497e-01	1.444449798e+01	4.082199452e-02
8	1.896787216e+00	1.364115936e+00	-1.927119678e-01	1.118571500e-01	-5.891163489e-01	1.855179507e+01	4.082199452e-02
9	2.010605057e+00	1.338405686e+00	-3.278756684e-01	6.607097211e-02	-4.160792257e-01	1.396041040e+01	4.082199452e-02
10	2.562538960e+00	1.486031494e+00	-4.312713763e-01	5.826965036e-02	-1.029271977e+00	1.594265325e+01	4.082199452e-02
11	2.155586316e+00	1.396743470e+00	-1.330803802e-01	1.299187445e-01	-8.716266309e-01	1.550780829e+01	4.082199452e-02
12	2.101903569e+00	1.649357480e+00	-3.380079628e-01	1.043011488e-01	-6.515308509e-01	1.588507366e+01	4.082199452e-02
13	2.156596861e+00	1.408580499e+00	-1.691431082e-01	1.231075224e-01	-5.855378374e-01	1.765480584e+01	4.082199452e-02
14	1.995027170e+00	1.517457871e+00	-1.818982317e-01	1.098645749e-01	-9.285298597e-01	1.441141647e+01	4.082199452e-02
15	1.749878072e+00	1.704032612e+00	-2.586293621e-01	8.023872323e-02	-8.075668785e-01	1.326706497e+01	4.082199452e-02
16	2.168089142e+00	1.580541372e+00	-3.732900325e-01	8.751815328e-02	-7.207022785e-01	1.501136845e+01	4.082199452e-02
17	1.657842281e+00	1.427333265e+00	-1.041976539e-01	1.142091275e-01	-6.034447390e-01	1.649272422e+01	4.082199452e-02
18	2.453112260e+00	1.518683553e+00	-3.375234055e-01	1.309866881e-01	-4.508496501e-01	1.318299694e+01	4.082199452e-02
19	2.008872053e+00	1.418544452e+00	-1.413569177e-01	1.119673671e-01	-5.950919295e-01	1.744371815e+01	4.082199452e-02
20	2.530099940e+00	1.538644407e+00	-4.797049027e-01	6.670942540e-02	-1.085194899e+00	1.883163331e+01	4.082199452e-02
21	2.368394470e+00	1.494181957e+00	-2.544500752e-01	8.560758374e-02	-1.070941721e+00	1.489678644e+01	4.082199452e-02
22	2.228529991e+00	1.454492026e+00	-2.045135750e-01	1.192486493e-01	-7.530937536e-01	1.731623200e+01	4.082199452e-02
23	2.405012576e+00	1.549043157e+00	-5.887225504e-01	7.543393269e-02	-1.220728656e+00	1.857249380e+01	4.082199452e-02
24	2.003185202e+00	1.410347024e+00	-3.367251677e-01	1.039921409e-01	-3.986503733e-01	1.803204531e+01	4.082199452e-02
25	1.997462493e+00	1.332492057e+00	-1.385877632e-01	1.170382132e-01	-5.485991553e-01	1.812066854e+01	4.082199452e-02
26	2.566271031e+00	1.522034183e+00	-5.114566700e-01	6.829472998e-02	-1.221393403e+00	1.927836258e+01	4.082199452e-02
27	2.229041924e+00	1.636241928e+00	-2.011263013e-01	7.018033713e-02	-6.501441035e-01	1.109857408e+01	4.082199452e-02
28	2.049594426e+00	1.403718206e+00	-2.801075177e-01	1.171206198e-01	-4.425752763e-01	1.850603981e+01	4.082199452e-02
29	1.957662156e+00	1.717606579e+00	-3.726669424e-01	6.956404432e-02	-9.455248159e-01	1.437060866e+01	4.082199452e-02
30	2.574107144e+00	1.464237051e+00	-4.310016827e-01	8.584165331e-02	-1.146479967e+00	1.715828552e+01	4.082199452e-02
31	1.990482738e+00	1.558019304e+00	-3.115161475e-01	1.065085785e-01	-4.715428606e-01	1.631217744e+01	4.082199452e-02
32	2.184812953e+00	1.690691663e+00	-5.832646762e-01	9.346050408e-02	-5.763283622e-01	1.416689393e+01	4.082199452e-02
33	1.904915033e+00	1.629153515e+00	-3.678921483e-01	1.130233432e-01	-5.883152632e-01	1.582060253e+01	4.082199452e-02
34	1.776118430e+00	1.437233352e+00	-1.908825563e-01	1.095268341e-01	-3.455896176e-01	1.541858048e+01	4.082199452e-02
35	1.983592277e+00	1.431093939e+00	-5.514229448e-01	1.777733785e-01	-9.650876809e-01	1.413611570e+01	4.082199452e-02
36	2.446097016e+00	1.389422469e+00	-3.519129819e-01	7.665616847e-02	-2.469391391e-01	9.952776249e+00	4.082199452e-02
37	2.603006588e+00	1.547168198e+00	-6.262932522e-01	6.541855521e-02	-1.204876752e+00	1.933704933e+01	4.082199452e-02
38	2.038120034e+00	1.423278414e+00	-1.931427565e-01	8.534744212e-02	-1.169628881e+00	1.221772742e+01	4.082199452e-02
39	2.324969426e+00	1.547070359e+00	-5.042882528e-01	1.187566879e-01	-1.070035845e+00	1.533371524e+01	4.082199452e-02
40	2.235251773e+00	1.682015918e+00	-3.920299581e-01	7.494306443e-02	-9.425625371e-01	1.550588051e+01	4.082199452e-02
41	2.493361943e+00	1.459501657e+00	-3.288465129e-01	8.584336418e-02	-1.005680898e+00	1.638832297e+01	4.082199452e-02
42	2.599422139e+00	1.480172333e+00	-4.910475375e-01	7.605615718e-02	-1.176231038e+00	1.864448827e+01	4.082199452e-02
43	2.619251212e+00	1.490977816e+00	-5.905714804e-01	5.383835104e-02	-1.152142832e+00	1.703181112e+01	4.082199452e-02
44	2.639449504e+00	1.586801057e+00	-5.781537779e-01	8.115774595e-02	-9.363395811e-01	1.535884368e+01	4.082199452e-02
45	2.534446279e+00	1.510312418e+00	-4.562626474e-01	6.873649148e-02	-1.132639037e+00	1.909751877e+01	4.082199452e-02
46	1.494394646e+00	1.317383638e+00	-5.175058364e-02	1.424677237e-01	-6.672617225e-01	1.674538012e+01	4.082199452e-02
47	2.496834524e+00	1.558543639e+00	-5.001759295e-01	8.594084972e-02	-1.168519739e+00	1.875268761e+01	4.082199452e-02
48	1.746573410e+00	1.614943067e+00	-3.145800408e-01	6.000978128e-02	-5.700789105e-01	1.185842244e+01	4.082199452e-02
49	2.434784436e+00	1.566429102e+00	-4.957772007e-01	5.452178863e-02	-1.202297669e+00	1.848091185e+01	4.082199452e-02
0	1.869649979e+00	1.515723796e+00	-3.845890517e-01	1.314489801e-01	-5.758685691e-01	1.695265016e+01	4.082199452e-02
1	1.804357348e+00	1.466129800e+00	-2.603612930e-01	1.129692517e-01	-3.413916516e-01	1.635369797e+01	4.082199452e-02
2	1.842554581e+00	1.670664309e+00	-1.908603234e-01	1.160582359e-01	-1.037413247e+00	9.730360823e+00	4.082199452e-02
3	2.186832470e+00	1.623008412e+00	-3.500328627e-01	1.280566613e-01	-5.046528495e-01	1.593711595e+01	4.082199452e-02
4	2.407927963e+00	1.229547171e+00	-1.922215001e-01	8.571241087e-02	-5.953020141e-01	1.151139884e+01	4.082199452e-02
5	2.406047456e+00	1.394587337e+00	-3.715865553e-01	1.343628245e-01	-9.414579090e-01	1.583247352e+01	4.082199452e-02
6	2.412364911e+00	1.517665171e+00	-5.464051214e-01	1.097798964e-01	-9.729380723e-01	1.515680115e+01	4.082199452e-02
7	2.629996761e+00	1.407363376e+00	-3.377074477e-01	8.139503190e-02	-9.868185497e-01	1.444449798e+01	4.082199452e-02
8	1.947810534e+00	1.373075433e+00	-2.208104096e-01	1.077596286e-01	-6.288795477e-01	1.745610599e+01	4.082199452e-02
9	2.010605057e+00	1.338405686e+00	-3.278756684e-01	6.607097211e-02	-4.160792257e-01	1.396041040e+01	4.082199452e-02
10	2.558847272e+00	1.488629121e+00	-4.485230860e-01	6.190328062e-02	-1.066672143e+00	1.715350413e+01	4.082199452e-02
11	2.155586316e+00	1.396743470e+00	-1.330803802e-01	1.299187445e-01	-8.716266309e-01	1.550780829e+01	4.082199452e-02
12	2.101903569e+00	1.649357480e+00	-3.380079628e-01	1.043011488e-01	-6.515308509e-01	1.588507366e+01	4.082199452e-02
13	2.156596861e+00	1.408580499e+00	-1.691431082e-01	1.231075224e-01	-5.855378374e-01	1.765480584e+01	4.082199452e-02
14	1.995027170e+00	1.517457871e+00	-1.818982317e-01	1.098645749e-01	-9.285298597e-01	1.441141647e+01	4.082199452e-02
15	1.749878072e+00	1.704032612e+00	-2.586293621e-01	8.023872323e-02	-8.075668785e-01	1.326706497e+01	4.082199452e-02
16	2.168089142e+00	1.580541372e+00	-3.732900325e-01	8.751815328e-02	-7.207022785e-01	1.501136845e+01	4.082199452e-02
17	1.657842281e+00	1.427333265e+00	-1.041976539e-01	1.142091275e-01	-6.034447390e-01	1.649272422e+01	4.082199452e-02
18	2.405500557e+00	1.539760435e+00	-3.331328210e-01	1.203312422e-01	-5.439553813e-01	1.584378600e+01	4.082199452e-02
19	2.008872053e+00	1.418544452e+00	-1.413569177e-01	1.119673671e-01	-5.950919295e-01	1.744371815e+01	4.082199452e-02
20	2.530099940e+00	1.538644407e+00	-4.797049027e-01	6.670942540e-02	-1.085194899e+00	1.883163331e+01	4.082199452e-02
21	2.536925208e+00	1.530362252e+00	-2.857336580e-01	8.574032747e-02	-1.020584146e+00	1.318156696e+01	4.082199452e-02
22	2.210691705e+00	1.443106689e+00	-1.957422553e-01	1.202055892e-01	-7.115425204e-01	1.766177170e+01	4.082199452e-02
23	2.405012576e+00	1.549043157e+00	-5.887225504e-01	7.543393269e-02	-1.220728656e+00	1.857249380e+01	4.082199452e-02
24	2.026851971e+00	1.357651046e+00	-3.292191083e-01	1.018171229e-01	-3.529726753e-01	1.748640218e+01	4.082199452e-02
25	1.994552053e+00	1.353182063e+00	-2.252145319e-01	1.297825028e-01	-6.359925191e-01	1.966680487e+01	4.082199452e-02
26	2.566271031e+00	1.522034183e+00	-5.114566700e-01	6.829472998e-02	-1.221393403e+00	1.927836258e+01	4.082199452e-02
27	2.266763593e+00	1.601176901e+00	-3.203389840e-01	8.928206497e-02	-8.152585606e-01	1.579043988e+01	4.082199452e-02
28	1.926813702e+00	1.384625582e+00	-2.296070840e-01	1.227260538e-01	-4.922639929e-01	1.958371821e+01	4.082199452e-02
29	2.004386729e+00	1.698846681e+00	-3.693526496e-01	7.535664940e-02	-8.988733254e-01	1.472779375e+01	4.082199452e-02
30	2.604028478e+00	1.458787937e+00	-4.352111677e-01	8.677566245e-02	-1.167321037e+00	1.618670396e+01	4.082199452e-02
31	1.990482738e+00	1.558019304e+00	-3.115161475e-01	1.065085785e-01	-4.715428606e-01	1.631217744e+01	4.082199452e-02
32	2.184812953e+00	1.690691663e+00	-5.832646762e-01	9.346050408e-02	-5.763283622e-01	1.416689393e+01	4.082199452e-02
33	1.904915033e+00	1.629153515e+00	-3.678921483e-01	1.130233432e-01	-5.883152632e-01	1.582060253e+01	4.082199452e-02
34	1.776118430e+00	1.437233352e+00	-1.908825563e-01	1.095268341e-01	-3.455896176e-01	1.541858048e+01	4.082199452e-02
35	1.983592277e+00	1.431093939e+00	-5.514229448e-01	1.777733785e-01	-9.650876809e-01	1.413611570e+01	4.082199452e-02
36	2.430414122e+00	1.323732936e+00	-2.862989750e-01	8.037719569e-02	-3.900744135e-01	1.180505020e+01	4.082199452e-02
37	2.603006588e+00	1.547168198e+00	-6.262932522e-01	6.541855521e-02	-1.204876752e+00	1.933704933e+01	4.082199452e-02
38	1.823810668e+00	1.377270332e+00	-1.533614984e-01	8.517864072e-02	-1.233665270e+00	9.603314804e+00	4.082199452e-02
39	2.311235387e+00	1.545335232e+00	-5.010623823e-01	1.203987166e-01	-1.075874656e+00	1.520429932e+01	4.082199452e-02
40	2.300757190e+00	1.649427249e+00	-4.258986149e-01	7.134286893e-02	-9.783142680e-01	1.621385176e+01	4.082199452e-02
41	2.493568602e+00	1.459946851e+00	-3.296951222e-01	8.573573186e-02	-1.006128180e+00	1.640400170e+01	4.082199452e-02
42	2.599422139e+00	1.480172333e+00	-4.910475375e-01	7.605615718e-02	-1.176231038e+00	1.864448827e+01	4.082199452e-02
43	2.619406993e+00	1.491062706e+00	-5.913533565e-01	5.366380438e-02	-1.151953591e+00	1.699162972e+01	4.082199452e-02
44	2.639449504e+00	1.586801057e+00	-5.781537779e-01	8.115774595e-02	-9.363395811e-01	1.535884368e+01	4.082199452e-02
45	2.548095408e+00	1.496194583e+00	-4.987678613e-01	7.248605413e-02	-1.175598329e+00	1.984142388e+01	4.082199452e-02
46	1.494394646e+00	1.317383638e+00	-5.175058364e-02	1.424677237e-01	-6.672617225e-01	1.674538012e+01	4.082199452e-02
47	2.483248062e+00	1.557616049e+00	-4.976720145e-01	8.692667520e-02	-1.155681360e+00	1.877274225e+01	4.082199452e-02
48	1.746573410e+00	1.614943067e+00	-3.145800408e-01	6.000978128e-02	-5.700789105e-01	1.185842244e+01	4.082199452e-02
49	2.434784436e+00	1.566429102e+00	-4.957772007e-01	5.452178863e-02	-1.202297669e+00	1.848091185e+01	4.082199452e-02
0	1.869649979e+00	1.515723796e+00	-3.845890517e-01	1.314489801e-01	-5.758685691e-01	1.695265016e+01	4.082199452e-02
1	1.856262835e+00	1.409719359e+00	-2.350911455e-01	1.110523214e-01	-4.713868929e-01	1.878194941e+01	4.082199452e-02
2	1.842554581e+00	1.670664309e+00	-1.908603234e-01	1.160582359e-01	-1.037413247e+00	9.730360823e+00	4.082199452e-02
3	2.186832470e+00	1.623008412e+00	-3.500328627e-01	1.280566613e-01	-5.046528495e-01	1.593711595e+01	4.082199452e-02
4	2.407927963e+00	1.229547171e+00	-1.922215001e-01	8.571241087e-02	-5.953020141e-01	1.151139884e+01	4.082199452e-02
5	2.281599479e+00	1.401568362e+00	-2.705898933e-01	1.287476863e-01	-7.638935587e-01	1.805437127e+01	4.082199452e-02
6	2.415484129e+00	1.518147891e+00	-5.477122253e-01	1.090540704e-01	-9.767329784e-01	1.519047079e+01	4.082199452e-02
7	2.713753529e+00	1.410489821e+00	-3.568596275e-01	8.100194295e-02	-9.611730024e-01	1.353427816e+01	4.082199452e-02
8	1.936216537e+00	1.322826358e+00	-1.961657461e-01	1.080995377e-01	-6.716277774e-01	1.715492393e+01	4.082199452e-02
9	2.118805822e+00	1.377868069e+00	-3.192121244e-01	7.011459328e-02	-5.403531965e-01	1.373644915e+01	4.082199452e-02
10	2.558847272e+00	1.488629121e+00	-4.485230860e-01	6.190328062e-02	-1.066672143e+00	1.715350413e+01	4.082199452e-02
11	2.101418798e+00	1.504972477e+00	-2.177253364e-01	1.103717779e-01	-8.813878072e-01	1.569575153e+01	4.082199452e-02
12	2.136489624e+00	1.638627207e+00	-3.429049277e-01	1.139752344e-01	-5.917169296e-01	1.635637534e+01	4.082199452e-02
13	2.156596861e+00	1.408580499e+00	-1.691431082e-01	1.231075224e-01	-5.855378374e-01	1.765480584e+01	4.082199452e-02
14	1.995027170e+00	1.517457871e+00	-1.818982317e-01	1.098645749e-01	-9.285298597e-01	1.441141647e+01	4.082199452e-02
15	1.736155006e+00	1.707605793e+00	-2.545008666e-01	8.037200822e-02	-8.012396290e-01	1.315934484e+01	4.082199452e-02
16	2.158473064e+00	1.595703148e+00	-3.819903193e-01	8.402537553e-02	-7.170433105e-01	1.477934602e+01	4.082199452e-02
17	1.657842281e+00	1.427333265e+00	-1.041976539e-01	1.142091275e-01	-6.034447390e-01	1.649272422e+01	4.082199452e-02
